bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30
0.21711455,-0.070911944,-0.034304105,-0.01872003,-0.009468636,-0.0035902895,-0.002623426,0.0056566256,0.0047061355,8.799437e-05,0.001073917,-0.0024861519,-0.00632311,0.0030259264,0.0055550016,0.005802647,0.003933893,0.000932961,0.0005370713,0.0045644436,0.007992816,-0.0047714747,-0.0023072215,-0.0014436584,0.002048404,0.0002374056,0.010173725,0.0020531286,0.009680138,0.005037231
0.22058432,-0.049319435,-0.032816008,-0.0077676945,-0.0003929657,-0.0022806597,-0.0042854548,0.0042275484,0.007980683,-0.00029307418,0.002154051,-0.0016462627,-0.003791052,0.0059855394,0.0016453724,0.0040398263,0.009093281,-0.0015574328,-0.006763871,0.0020422658,0.008117033,0.0008720596,-0.0021832539,0.0039247125,-0.008992345,0.0038062297,0.0017980646,0.0018008071,0.0065036444,0.0041973223
0.07522594,0.0063829483,-0.032338202,-0.006522946,-0.00028838078,-0.00045313273,-0.0061703078,-0.0018202873,-9.8448785e-05,-0.0017735148,-0.00021916495,-0.0040602563,-0.0022989952,0.0013370333,-0.0036072314,-0.007768077,-0.012896253,0.0025308758,-0.0068039447,-0.0023196503,-0.00024378233,-0.003819996,-0.006322065,-0.0024558303,-0.0021395332,-0.0049113105,-0.00045130614,-0.0029726385,-0.0019043771,0.0031351526
0.18451601,-0.025411185,-0.030105729,0.0063621015,0.002830288,-0.0007743553,-0.006991225,0.00015233735,-0.0008297063,-0.0010865864,-0.0004437576,0.0028716885,-8.7933375e-05,-0.012430673,-0.003701669,-0.009395999,-0.022707568,-0.021065792,-0.004583285,0.012092896,-0.010139583,0.00023402288,-0.0001737403,-0.0017116497,0.0040109004,0.0072453883,0.018443879,0.0031464486,0.0075325724,0.007397246
0.12260205,0.068469785,0.0098586725,0.007856254,0.001509231,0.003939358,-0.005920498,-0.0019747457,-0.0016424413,0.0033317981,0.0005466336,-0.004172144,-0.00045417424,0.005279828,0.006542553,0.014711522,-0.0022871383,0.0025239429,-0.00235587,0.0031671561,0.008169132,-0.0011620643,0.0009413619,0.006925168,-0.0062996424,0.0060322294,-0.0054678097,-0.011218779,0.0004461874,0.0077897673
0.3763355,-0.06451488,-0.033398893,-0.028588714,0.006952855,-0.002353575,0.0005536938,0.009896084,0.0015147593,0.0023533404,-0.0037700979,0.007671668,0.00081162923,0.005437449,0.0118488,0.006254227,0.007960935,0.003673102,0.00051568757,0.0033508802,0.0014229149,0.007909722,0.003466492,-0.010961034,0.0009105488,-0.0025183845,-0.011068416,6.940272e-05,-0.006515021,0.009295482
0.37711966,-0.07477841,-0.040163714,-0.032195695,0.005910743,-0.020184806,0.001790833,0.00995772,0.003971991,0.0018918602,-0.002080274,0.004721694,-0.003719213,0.0029894172,0.009706328,0.004933845,0.004621437,0.0012415451,-0.002371818,0.005771847,0.0025862695,-0.004217054,0.00039268684,0.004376475,-0.004842068,0.0012547016,-0.0024342397,2.1149368e-05,-0.00030431815,0.0004381226
0.06301294,0.05495146,-0.009357388,0.002210595,-0.0016479318,-0.0017286211,0.0030028387,6.9919384e-05,0.009412207,-0.0010411802,0.004855572,-0.00022265351,-0.0012733365,-0.0034813457,-0.010416826,0.01919876,0.009727638,0.0023768973,0.0013011296,-0.013900595,-0.006376013,0.0015933595,5.1678486e-05,0.00024078852,0.0035883612,-0.0018048146,-0.0050787064,-0.015418414,0.0024802594,0.001385248
-0.44212896,-0.01147173,0.036824092,0.028630834,-0.0069248923,-0.0010056169,-0.00021536027,-0.0067023057,-0.005100256,-0.008965348,0.0006109612,0.0022828935,-0.0020785357,0.01178867,0.0053546308,-0.0038735282,-0.032289665,-0.023175806,-0.0016048573,-0.009608339,-0.007626538,0.0005079685,-5.955308e-05,-0.012674543,-0.0068007177,-0.0011423109,0.007443785,-0.0040046843,0.00052843883,0.0072106705
-0.773214,0.052154474,-0.12773234,-0.06519138,0.0004011706,-0.00038809498,-0.0098849125,0.017984482,0.0028830918,0.00064086175,-0.0075990804,-0.0058311285,-0.0046997806,-0.017119123,-0.00811298,0.007149776,0.0037914037,-0.0048616286,-0.004062791,-0.018142296,-0.005307357,-0.010872274,-0.0072760973,-0.019620776,-0.006943407,-0.015930608,-0.0023533269,-0.0074573103,-0.007595454,-0.008488568
0.38439897,-0.09139761,-0.05461876,-0.0474129,-0.0010894805,-0.010133588,0.0011722276,0.00785121,0.0033554495,0.00058266084,-0.0024955336,0.0016381621,-0.0027603724,0.002284639,0.010325413,0.0048870486,0.006332076,0.0027930092,-0.0029135726,0.0037806777,-0.0009717881,0.008324329,0.004240679,-0.00030209174,0.0048423237,-0.0027284962,0.003118262,0.0024396726,0.011855,0.006658178
-0.12551177,-0.10296006,-0.075088635,-0.06543175,-0.0027968443,-0.002261539,-0.0047741598,-0.005595076,-0.004948466,0.001080485,0.0005862941,-0.004225387,-0.0027413166,0.0019375761,0.00016904273,-0.008583737,0.008303128,0.0018371631,-0.0009051135,0.0018285868,0.0044465195,-0.004513802,0.0016726988,-0.00085785595,0.00071600213,-0.0021333352,0.0013136785,6.548163e-05,-0.00846024,-0.017051045
-0.15391968,0.09701859,0.02230292,0.02250308,-0.0044181463,0.00079744693,-0.0040764236,-0.009132654,0.0067764716,0.021472914,-0.0046319803,-0.0043388796,0.003052719,0.017545272,-0.0065613175,-0.0051081516,0.009873745,0.0026307586,0.0071239695,8.563651e-05,0.0070267725,0.0028386712,-0.0019975866,-0.0012606392,0.00031640544,-0.0017334406,-0.0016658764,0.004277007,0.0025242097,0.014005012
0.35792282,-0.060073562,-0.042618874,-0.003711006,0.0028437213,0.0036248642,-0.0013163183,0.0060653277,0.0062498027,0.0008419116,0.0020579705,-0.004068859,-0.0030301902,0.001150259,-0.009406239,-0.002180989,0.0055484436,0.009585905,0.0063728048,0.0046594446,0.0056425454,0.004856079,0.006660729,-0.0071382653,0.0072354167,-0.004965813,0.009101885,0.0035078425,0.0048301946,0.005687483
-0.09537861,0.18558045,0.058368724,0.018208973,-0.0030189033,-0.00085126655,-0.0006954593,0.035070922,0.02141789,0.018407216,-0.005384364,0.0001221086,0.0022491699,0.026850702,0.013130954,0.008660083,0.01017661,0.008758198,0.0060602706,0.0018952204,-0.0002773452,-0.0014529265,-0.008053697,0.0022392124,0.008012243,-0.0033770958,0.008928974,-0.003871493,0.010360863,0.0015349865
0.24234104,0.005674318,-0.026986111,-0.007357877,-0.0016313293,-0.0017250084,0.00032313017,0.0022732345,-0.00093088497,0.003927785,-0.003262323,-0.0048586833,-0.0048004338,0.0020150351,0.002021583,0.0023337333,0.009347501,0.0040277014,0.0005385643,0.006219817,-0.0030502488,0.0021685434,-0.0012641366,0.0008370868,0.01029513,-0.009622331,0.007877351,-0.0011908868,0.007435039,0.008850482
0.13622585,-0.1456886,-0.07072137,-0.046305064,0.0025993278,-0.0035573398,0.0031332995,0.009441304,-0.0040463065,0.0017230085,-0.00069422205,0.0025081385,-0.0014893766,0.008421536,0.010389724,0.00040333864,-0.012212594,0.0016322052,0.0015866726,-0.013254279,-0.014185848,-0.009084267,-0.009121095,-0.0040664086,0.0031201723,-0.0075055184,0.007392863,-0.013974898,0.005096572,0.0068412595
0.046854176,0.16256678,0.040659633,0.017162012,-0.0005560589,-0.0006413265,-0.0020653098,-0.0026829946,-4.5450746e-05,-0.004671757,-0.0015276044,0.0023786437,0.0048260237,0.0036822082,-0.006734444,-0.0073841396,0.009320827,0.0052808006,0.005928976,0.0068734116,0.00079845433,0.00039448985,0.001924641,0.007206859,-0.002285487,0.0021065297,-0.0011191961,0.0028422389,0.0032910933,-0.0045838496
-0.24916296,0.18946698,0.14950353,0.065429546,0.01369489,0.0047277273,-0.0028936798,-0.016435184,3.0490997e-05,-0.0047907843,4.7219604e-05,0.0029120222,0.008573336,-0.010723768,0.006195931,0.0016804388,-0.0047946754,-0.015681582,-0.014871957,0.0058332244,0.0028492138,-0.0009822916,-0.0092687905,0.00073743437,-0.0071246596,0.0048908787,0.002937487,-0.006156703,0.016652437,0.008035233
0.34188458,-0.09092997,-0.0637063,-0.043544505,0.0013926607,-0.0041568456,0.0023831234,0.010100181,0.002566618,0.004185172,-0.0009613963,-0.0037929176,-0.00030428678,0.002030115,0.009105155,0.0050120354,-0.011581567,0.003227579,0.0016038051,0.0036136855,0.0067323884,0.002245224,0.0014881208,0.000557161,0.0042023375,-0.0043551903,0.0074438606,0.0045640804,0.0048950124,0.004679092
0.22759251,-0.07533827,-0.05614604,-0.04502003,0.0012709458,-0.008893999,-0.0046679173,0.008029736,-0.0024585587,-0.0011029999,-0.0029640433,-0.0026174278,-0.00689989,0.0006980581,0.00918536,-0.0016459468,-0.009846196,0.004153391,-0.0011485696,-0.044341315,-0.022176243,-0.035918895,-0.0042360057,-0.01034263,-0.014348138,-0.0027853022,-0.00849904,-0.011836291,0.005711723,-0.0061629536
0.21441628,-0.07819076,-0.03247314,-0.02111246,-0.0065252087,0.0017920763,-0.0013236775,-3.574743e-05,-0.004038298,0.002472016,0.0022703507,-0.00092641497,-0.005966953,0.0019133303,0.0034311006,-0.00011764821,0.0019602864,0.0053505637,-0.0034853315,0.0013423531,0.007916231,-0.0025418994,-0.002673449,0.00019166977,0.0003101386,0.0063835518,0.004099876,-0.0009947527,0.0063796276,0.006571114
-0.8608279,0.027915223,-0.16187377,-0.059873417,-0.0054382123,0.010963896,-0.004907204,-0.010563775,0.00091099023,0.0009288367,-0.009372127,-0.0030746511,-0.006322065,0.0022759466,-0.00023683034,-0.0091918325,-0.0066171284,-0.002199018,-0.004208002,-0.0006490772,-0.009726175,-0.0041197054,-0.0028456936,-0.0053704414,-0.011524814,-0.0063584866,-0.027357161,-0.031578973,-0.02538896,-0.028070584
-0.04522297,-0.030970072,-0.031444345,0.0035939305,-0.0011684698,-0.002889555,-0.0057253116,-0.005053047,0.008762426,-2.3485853e-05,-0.0018368694,-0.006043354,-0.00915768,-0.0028414074,0.0155728925,0.0016032627,0.0024169846,0.00079674803,-0.00761738,-0.011484531,-0.008320358,0.00022339488,-0.0076811747,-0.00039431368,-0.007197065,-0.008107406,-0.006738625,-0.0006546689,0.005619654,-0.027807122
-0.034802243,0.012885797,-0.019240474,0.0010773356,-0.0034408753,-0.001196692,-0.0068330513,-0.014029158,-0.005138725,-0.0016144165,-0.0037197727,-0.0033649793,-0.0031303454,-0.0024901796,-0.013513514,-0.011221951,0.006554167,0.0067698946,0.0028414598,0.0011500218,-0.0017649991,-0.0047189337,-0.0015622098,-0.0126280775,0.0012495965,-0.0070134397,-0.011021898,-0.0028058453,0.0010789058,0.010088402
0.10339733,-0.056967273,-0.030277325,-0.009605539,-8.014159e-05,0.0010093342,-0.0016041822,0.0017441645,-0.001823618,-0.0030321563,-0.0003736864,0.0013183719,-0.0022353486,0.00032331745,-0.0063966955,-0.013230928,-0.029310118,0.0066200257,-0.0051553715,-0.00521466,0.003447237,-0.00028864003,0.0012424714,0.0019303128,0.0024580455,0.00089580205,0.004210817,-0.001026114,0.0072428444,0.0051782355
0.30832857,-0.13245505,-0.05212647,-0.03178503,0.0075226803,0.008661894,-0.006551621,0.009606563,0.0034432672,0.0039923983,-0.00023386751,-0.0016648371,0.0028205079,0.001937586,0.008034746,0.006022708,0.005874613,6.9761445e-05,-0.0007957057,0.0012306169,0.0010455466,0.005069701,-0.00030371227,0.0009742374,0.00605702,-0.00080271385,0.007134473,0.0059550097,0.0049126716,0.00472715
0.36451736,-0.08254953,-0.039813206,-0.02234592,0.0063391025,0.008232926,-0.0015087822,0.0017219516,0.004541193,-0.0013807839,-0.0012244148,-0.0070465207,-0.005228456,-0.0010055399,-0.00081218436,-0.0020244664,0.008661237,0.0011024073,-0.003532292,0.005107902,-0.004425405,-0.0028052249,-0.0011892287,0.0040041963,0.0017574928,-0.0011346132,0.0034476547,0.0033854032,-0.0012037465,0.0091365855
-0.04152865,0.017330617,0.04437193,0.006757159,-0.0015253087,-0.0012286768,-0.0047551384,-0.013720206,-0.0014154416,-0.0033193182,-0.0019071414,-0.0010933606,0.0026579062,0.0008634417,-0.004178601,-0.004752176,0.008375305,-0.00019879616,0.005787413,0.012683845,-0.01208383,0.0013964404,0.0017531115,0.0024194492,-0.0024853193,-0.005800307,0.0129471235,-0.0039975327,-0.0044696974,0.009232875
-0.14070751,0.0663128,0.037613627,0.020761069,0.00012474292,0.0028958486,-0.00015396079,-0.006656339,-0.0011269379,-0.013897076,-0.005015917,0.0024110018,0.00079656276,-0.035354245,0.0010616463,0.00062410044,-0.008271419,-0.010584115,-0.0070541613,-0.0009573569,-0.007005885,-0.010024793,-0.0029539415,0.0005364559,-0.0014540793,-0.004372283,-0.009036523,0.001217346,0.0011443115,0.00827261
0.29829568,-0.09720078,-0.061427947,-0.03936022,-0.0042972206,-0.0074872756,0.0015578143,0.007273924,0.002993516,0.0027075382,-0.004075143,-0.0024684323,-0.0018574198,0.0012101026,0.009943657,0.0031292597,0.0060843565,0.0015747746,-0.003583208,0.002395816,-0.0013615785,0.0049900045,0.004428768,-0.0037342268,0.008264712,-0.00053107523,0.007637903,0.0053047114,0.0042591244,0.0029970293
-0.14641851,-0.12641767,-0.086062476,-0.015433785,0.0047439616,-0.0046750735,-0.0032323243,0.011258062,0.005113764,0.003500187,-0.0031654427,0.0010643491,0.00010575002,0.001841011,0.016294025,0.0077514355,0.0044234176,0.0036143884,2.2362807e-05,-0.0035922169,0.0058427583,0.008228156,0.0017615757,-0.00297019,-0.0001207513,-0.0014933718,-0.0009425361,0.0043599145,0.003066355,0.0066016414
