Ne,rep,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30
500,1,0.017646064564069,0.0113099386845849,0.0093302760029102,0.0084146105867793,0.0077957647284008,0.0071198531251045,0.0070052705729474,0.0072255111401285,0.0065821120913355,0.0066526441537222,0.0070002729834925,0.006486158892293,0.006755144681007,0.0058355665230281,0.0061023642509571,0.0055856357943136,0.0054152233246419,0.0054830836427177,0.0051971217718153,0.0047140440598488,0.0052678199804897,0.0060969408773737,0.005704356574611,0.0056482071295737,0.0055840267146085,0.0052585314171311,0.0054136183439947,0.0051024799887838,0.0045503555635074,0.0050580915024019
500,2,0.0148763223419212,0.0091341905339236,0.0077306906706142,0.0074750775657635,0.0074598165140023,0.006469972166729,0.0062750573918647,0.0055565131977067,0.0054261913264944,0.0054825817852355,0.005660151731877,0.0049739391664688,0.0050135092543886,0.0043409720313678,0.004635906269006,0.0049045845998467,0.0049374924266978,0.0056697628784431,0.0056371563365399,0.0053404531641214,0.0053155060478607,0.0050239970317751,0.0045641611377004,0.0049307919884925,0.0046932163153638,0.0041407109847507,0.0040520143013794,0.0042531528976197,0.004646930489877,0.0044099824825512
500,3,0.018629356819381,0.0111964894200912,0.0101663451698313,0.0088846575920812,0.008513518093557,0.006962275597747,0.0086029996683793,0.0068346603835621,0.006553130443845,0.0072976542282679,0.0073849043463879,0.0067588298956931,0.0066754115138774,0.0066708824204315,0.0065796578170801,0.006563924551264,0.0058155489324636,0.005602333551773,0.0065108803451648,0.006362828884408,0.0057619498317618,0.0063235169702231,0.0060349290152922,0.006149844521538,0.0069294700207083,0.005837107671545,0.0065245779007007,0.0067418041921177,0.0069121362803513,0.009054697035631
500,4,0.0156974778717278,0.0113857856144759,0.0095920202673342,0.0082599929289825,0.0075075922032716,0.0064342732244427,0.0061146089253051,0.0063232784827823,0.0063033196460423,0.0061108885968057,0.0065951890350585,0.0058702540979259,0.0065686991918317,0.0059069456946627,0.005602442624367,0.0063096826672429,0.0060843996003829,0.0061418766827554,0.0060035537154187,0.0063210761209508,0.0063269037376608,0.0060344522195677,0.0060049083247749,0.0054745196339304,0.0069211112206445,0.0053617215266405,0.0048419607250355,0.0050952367503814,0.0056109630000138,0.0058480907264407
500,5,0.018017202358144,0.0101193252884288,0.0095040842538075,0.0075333345017328,0.0076296214748221,0.007518484862571,0.007155676890477,0.0067829206158273,0.0066622019342585,0.0065519193348322,0.00620255602732,0.0054230789010784,0.0057512913506802,0.0059519903488413,0.006090825655659,0.00588293398355,0.0060688259494365,0.0065380522170919,0.0065110856544967,0.0058375179258471,0.0061500215778379,0.0052618589092277,0.0053160341810185,0.0061418227237999,0.0052831709413137,0.0062761766760171,0.0064838614963132,0.0056274388853701,0.006313935750433,0.0064445752197153
500,6,0.0184191995901504,0.0127199398438595,0.0097641873347967,0.0089741447571531,0.0076529745579825,0.0080709990038418,0.0080525514376588,0.0080067611520653,0.0077842590752816,0.007568768511417,0.0067709442453773,0.0065959368160102,0.0071677795409764,0.0065071902532306,0.0070579386777174,0.0060147843093077,0.0066197317839367,0.0062969091618104,0.0058946824067579,0.0056644635618187,0.0059911310907286,0.0066023455816503,0.0057383909335061,0.0056287779047295,0.0058940759069432,0.0058468142067281,0.0056887755604727,0.0050466272306072,0.0069832092396304,0.0067480788930597
500,7,0.0164976100586785,0.0128153958062865,0.0098595783888097,0.0079273427974135,0.0084194289551691,0.0065680789441099,0.0066907004729244,0.0064803652706522,0.0063257176889188,0.0058837211227336,0.005551692968547,0.0054922569657721,0.0062662476259749,0.0051275264823651,0.0052387111098881,0.0053845714098749,0.0060238161095301,0.0056748940753203,0.0059054701318608,0.0061570642336071,0.0052932307440836,0.0065350297090034,0.0059584615614529,0.0063623144256545,0.0055459779685739,0.005762148352691,0.00603913479691,0.005668720189641,0.0059265040808251,0.0050971543264759
500,8,0.0200909907030709,0.0127891471577543,0.0109444197733358,0.0103176566840077,0.008950879024274,0.007451468895069,0.0086922084001184,0.0070889261995013,0.0064928043946735,0.0075823636743257,0.0070430699219776,0.0069598333074676,0.0071254855262653,0.0067609158075801,0.0065208621246937,0.0077746439745764,0.0075459205173788,0.00699222372402,0.0065040806155863,0.0065412480225536,0.0058278399815121,0.0060367605089533,0.0054575786744949,0.0052042421785883,0.0064803840840786,0.0055263863204842,0.005263123654274,0.0061805274881048,0.0066848704524975,0.006587594005106
500,9,0.0161259242531862,0.0112094726570679,0.0091838465058428,0.008312659983618,0.0076679790944548,0.0072040485017346,0.0078036906778321,0.006889662485762,0.0061610448544955,0.0063278599572092,0.0058209612067104,0.0052881027065823,0.0055194291242847,0.0056093955278693,0.0057468537298061,0.0058629452634983,0.0059447431616848,0.0058625174071143,0.0055008292248501,0.005313086748349,0.0052326941999461,0.0058534571848802,0.0052731954055779,0.0050451644512039,0.005101898217532,0.0052509141335305,0.0061391885543871,0.0048839456346898,0.0047618762335332,0.0046041687728216
500,10,0.0171244450460083,0.0105643740522913,0.008420266642264,0.0076146239487799,0.0068014124205405,0.0066858765420343,0.0064578950582349,0.0057232089049595,0.0055214152427128,0.0058158167651261,0.0052301875515836,0.0056783358874755,0.0064099720543909,0.0055508298344407,0.0055346113049688,0.0052253908969464,0.0052204268663249,0.0050744634548495,0.0056853036554261,0.0059406179150661,0.0051029281190636,0.0052253742394729,0.0049114793026873,0.0044652666309586,0.0052638422700884,0.0047201594038046,0.0041082620232739,0.0048283361891597,0.0050678227210767,0.0054343538042267
