Ne1,Ne2,Ne3,rep,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30
39616,39371,40498,31,0.0053458108791088,0.0052625132918849,0.0052430618237563,0.005203025621261,0.0051999384642134,0.0051995529611346,0.0051876327588554,0.0051931895543975,0.0052135876573215,0.0051946864179236,0.0051839525121064,0.0051990448636547,0.0051925186137897,0.0052052341845006,0.0052007703451993,0.0051900086264402,0.0052049162909522,0.0052186777699562,0.0051856502910358,0.0051937096518431,0.0051814105345019,0.0052044359888455,0.0052137086301793,0.0052072748897759,0.0052331017244743,0.0051993401795584,0.005190961311437,0.0052175685283346,0.0051981788261562,0.0052428606749286
12210,14842,34641,32,0.0057177103742619,0.0055177273706991,0.0054631401937805,0.0054267590355722,0.0053872497436173,0.0053719692349926,0.0053743802454649,0.0053502217299484,0.0053412600187992,0.005319609567632,0.0053339828221439,0.0053186184228315,0.0053086757195851,0.0053116466137647,0.0052996687212994,0.0053060198480292,0.0052849385215153,0.0052950754920491,0.0052835717127401,0.0053006149838644,0.005321717627893,0.0053520112931319,0.0053565438524591,0.0053198726531322,0.0053207579693551,0.005305157879512,0.0052930869328746,0.0053162236321902,0.0052852930789848,0.0052907634892239
35306,3607,47320,33,0.0061976894398338,0.0057948569504363,0.0056072097004121,0.0054770214803951,0.0054192452469446,0.0053847531188952,0.0053593613154913,0.0053046537153178,0.0052783566217519,0.00528531790754,0.0052990903734876,0.0052951437719122,0.005277421508143,0.0052861304473444,0.0052749432606876,0.0052578196929024,0.0052622338176224,0.0052614738259649,0.0052450127591464,0.0052340254707645,0.0052209467559385,0.0052487281244566,0.0052159105354321,0.0052867222021275,0.0052421244023737,0.0052254026198518,0.0052461329597099,0.0052109499572628,0.0051869030792211,0.0051819303969529
21765,23299,16907,34,0.0056235556730879,0.0053225890673343,0.0052794168246372,0.0052452736523561,0.0052492796836051,0.0052625278552744,0.0052629705482178,0.0052746166484909,0.0052429136596066,0.005235197593209,0.0052633853622378,0.005284655731703,0.0052520448263355,0.0052051900564886,0.0052224350575179,0.0052102824172117,0.0051894047828135,0.0052385189752072,0.0052306052435237,0.0052298790532795,0.0052354278463823,0.0052435977341241,0.0052747528080115,0.0052909164865313,0.0053195334888718,0.0052384845873768,0.0053020833883429,0.005280533682478,0.0052747617206974,0.0053414448068929
30040,34219,19029,35,0.0056050957804713,0.0053920681259132,0.0053639876488026,0.0053143611484168,0.005298406552511,0.0052943262863946,0.0052905788915003,0.0053173795842243,0.0052660755138041,0.0053101903948927,0.0053284602413035,0.0053219016597989,0.0053481507033779,0.0053111789951371,0.0053081899348548,0.0052881193753575,0.0052718629022796,0.005295564417328,0.0052811405853664,0.0052987930004641,0.0052449716873941,0.005254228553358,0.0052660431775632,0.0052787226289575,0.0053116337336089,0.0052620469511738,0.0052690988069175,0.005217022161955,0.0053046064406346,0.0053468238789267
33641,46184,17598,36,0.0054427319239463,0.0052744837535691,0.0052477429291803,0.0052283347121154,0.0052070829476757,0.0051915437246891,0.0052222003613179,0.0052088424676996,0.0051820370029876,0.0051875419037009,0.0051882653709212,0.0051968301808206,0.0051464263182252,0.005211874326679,0.0051952702472543,0.0051802181954538,0.005209891454991,0.0051828515074636,0.0051864570361218,0.0051864593916522,0.0052015286046149,0.005215173295003,0.0051816124731899,0.0051681911741013,0.00520442591711,0.005218959128987,0.0052293479466239,0.0052288383801115,0.0051865774243569,0.005245360544418
1395,7929,31269,37,0.0064612413032557,0.0061309046901747,0.0059762203283986,0.0058100259291334,0.005691663409809,0.005619165391881,0.0055693560553983,0.0054942351203654,0.0054881188201356,0.0054453079598405,0.005395298187301,0.0053850012735823,0.005355721363266,0.0053056271446229,0.0052903371580229,0.0052732539958237,0.0052911187556493,0.0052907781251416,0.0052708993326409,0.0052482255754399,0.005265144635121,0.0052535240934301,0.005235954961063,0.005230995010742,0.0052255238607454,0.00518591281413,0.0051851669838489,0.005213349265651,0.0051762887495861,0.0052399318585237
39445,48459,44047,38,0.0053746025670815,0.0052924640254318,0.0052717011998723,0.0052569804561496,0.0052566145258167,0.0052479823655224,0.0052337820924978,0.0052370368596419,0.0052201657406256,0.0052222533783628,0.005229587474848,0.0052336094629959,0.0052486567896938,0.0052195433754422,0.0052256020509571,0.0052418890499831,0.0052339315432926,0.0052153375174038,0.005226072546657,0.0052130213114878,0.0052411620827965,0.005226451064459,0.0052452521469118,0.0052254087180308,0.00522509410694,0.0052431214972085,0.0052460496215819,0.0052728072868566,0.0052592405525755,0.0052009824814918
36724,10258,43416,39,0.0056006921556467,0.0054025155173961,0.0053210058672167,0.005299973992477,0.0052616323833551,0.0052386512471875,0.0052430666697014,0.0052372419703545,0.0052053456087365,0.0051995794772945,0.0051967681895792,0.0051949492818858,0.0051760769733364,0.0051909206811417,0.0051775477452954,0.0051790080538287,0.0051647144253698,0.0051646956665208,0.0051724566310255,0.0051709481286385,0.0051708416143958,0.0051835024236238,0.0051935989344536,0.005183438879936,0.0052040128080316,0.0051923845501966,0.0051941534610707,0.0051712276828415,0.0051546259251537,0.0051475714513287
39746,37779,6281,40,0.0058858663297538,0.005450861885941,0.005321076019436,0.005291402782534,0.0053253018573486,0.0052745812359983,0.0053335148937734,0.0052511509362843,0.0053270647945004,0.0053372348425586,0.0052639867690919,0.0052204212479945,0.0052877535602584,0.0053270453630801,0.0053190080531624,0.0052508563799419,0.0052550954086927,0.0053478381814048,0.0052401000987828,0.0052473381219772,0.005216324946577,0.0053150131965716,0.0053231127968324,0.0052552853152287,0.0052276948746365,0.005304830252148,0.0054285098229192,0.0053218908983702,0.0052721055404967,0.0053308651055484
33044,24153,30430,41,0.0055006079477259,0.0053501440302604,0.0052741559722716,0.0052679704784244,0.0052234268257314,0.0052276622647704,0.0052243072799305,0.0052254525658685,0.0052457717491413,0.0052291022712964,0.0052029101777085,0.0051747623565639,0.0051814091001183,0.0051834619370527,0.0051785850898992,0.0051864084875135,0.0052092575803843,0.0051887023896123,0.0051636768807313,0.0051835686766348,0.0051763953980525,0.0052012957749673,0.0051715231541042,0.0051582678959272,0.0051958004798415,0.0051671948134667,0.0051666277825889,0.0052208165895874,0.0051432291330466,0.0050985297437798
47226,3967,23672,42,0.0061719043411852,0.0057246212268198,0.0055315766869816,0.005410388194971,0.0053226469334457,0.0053178701340184,0.0052968874813535,0.0052999285956842,0.0052576323805925,0.0052739656632066,0.0052524623020477,0.0052574086958104,0.0052573920829505,0.0052560724709501,0.0052995816335676,0.0053005745623276,0.0053098402603894,0.0053286922887985,0.0053027554027703,0.0052451652980212,0.0052445941510778,0.0051840203149609,0.0051725598332193,0.0051957157993004,0.0051530468041976,0.0051811623211221,0.0052042657663739,0.0052042412835492,0.0052100517549184,0.005168497589545
34765,34939,49673,43,0.0053673598538937,0.0052821634673158,0.005241952013609,0.0052272281212156,0.0052189107845096,0.0052271636478368,0.0052095343194115,0.0052102427191154,0.0051841573753006,0.0051947482721585,0.0052024015003501,0.0051880928720366,0.0051845286404826,0.0051927758589347,0.0051798295555937,0.0051902311905792,0.0051968537410455,0.0051918489326222,0.0051951541390133,0.0051965858554751,0.0051874193169168,0.0052013354581424,0.005200126368172,0.0051915549820878,0.005179356104431,0.0051963759432102,0.0051887803447282,0.0051830522763771,0.0051519212369628,0.0051349263191849
38702,26197,6919,44,0.0057544041852565,0.0053410656373948,0.0052396272348036,0.0051987318804894,0.0051854135813148,0.0051805382218674,0.0051589223963692,0.0052483289298772,0.0052022554857007,0.0052215004059983,0.0051951030293687,0.0050998948887087,0.0051811863180973,0.0051568534914664,0.0052817994410799,0.0053004053047023,0.0052075496988443,0.0052349431837099,0.0052088055606694,0.0051325185673445,0.0051716740703093,0.0051250354096375,0.0050500355145524,0.0050215561355799,0.0051274226259078,0.0051531700645924,0.0051218525663325,0.0051771172216295,0.0051854267858994,0.0051567114509821
4182,43639,10360,45,0.005804120957574,0.0054605964110922,0.0053388744950464,0.0053154576363104,0.0053523421173947,0.0053007633380197,0.0052937834131653,0.0052760997816266,0.0052350424619345,0.0052062958761301,0.0052135711510487,0.0052458101882884,0.0051938048986705,0.005182213136584,0.0051833787618258,0.0051489799275177,0.0051896003785784,0.0051412424717283,0.0051205371754337,0.0051509359752585,0.0050906083004402,0.0051220113152498,0.0051242256220075,0.0050531362587492,0.00504555117047,0.0051183367692321,0.0050648421410262,0.0050337295958155,0.0050359958876268,0.0049425456508716
12549,49893,23302,46,0.0054834896253173,0.0053212228442579,0.0052935764070208,0.0052656265406454,0.0052404362927831,0.0052610025221973,0.0052613434871896,0.0052221982933218,0.0052293027223698,0.0052042058371377,0.0052231167756461,0.0052155285923663,0.0052167068285743,0.0052151131663995,0.0052139092981037,0.0052244331371951,0.0052058750576398,0.0052006215204817,0.0051910930145424,0.0051987042708852,0.0051985837402116,0.0052052390923555,0.0051701198323174,0.0051790216838708,0.0051727092850148,0.0051391910537259,0.0051243848638606,0.0051252030761051,0.0051958472533845,0.0051789766840988
10409,36759,32946,47,0.0055437107773194,0.0054165236008528,0.0053418767049123,0.0053412838302196,0.0053143860197982,0.0052993354287626,0.0052955402139752,0.0052938570538705,0.0052971259703122,0.0052780257073314,0.0052886674187563,0.00526709737394,0.0052685701300534,0.005268267077705,0.005288807164021,0.0052747334462401,0.0052944066370898,0.0052776975012007,0.0052594776782232,0.0052655524880476,0.0052245422230808,0.0052463492322121,0.0052573682030112,0.0052841582625172,0.0052580962957274,0.0052971187623206,0.0053100693226357,0.0053358082023744,0.0053141967470524,0.0054024316185875
6187,31146,25441,48,0.0056664941745836,0.0054803054110763,0.0054341974251403,0.0053764949250028,0.0053674426412071,0.0053573926660305,0.0053536991682423,0.0053430007342145,0.0053360059940652,0.0053320741866193,0.0053028248365236,0.0053224607774404,0.0053159335387335,0.0052795411609322,0.0052826491640031,0.00529011402128,0.0053009156817685,0.0052700521773556,0.005284831940825,0.0052672113966703,0.0052556389999498,0.0053033511025285,0.0052794897095003,0.0052618129122839,0.0052712741229675,0.0052829601358602,0.0052487734791002,0.0053040348726582,0.0052738759750697,0.0052864413050798
